Symptom,commonDrug
呼吸困难,夏枯草膏
呼吸困难,维生素E软胶囊
呼吸困难,红霉素肠溶片
呼吸困难,琥乙红霉素颗粒
呼吸困难,吡贝地尔缓释片
呼吸困难,扑米酮片
呼吸困难,丹参片
呼吸困难,辛伐他汀片
呼吸困难,醋酸泼尼松片
呼吸困难,马来酸氯苯那敏片
呼吸困难,依托红霉素片
呼吸困难,依托红霉素颗粒
呼吸困难,羧甲司坦片
呼吸困难,小儿肺热平胶囊
呼吸困难,醋酸泼尼松片
呼吸困难,益脉康软胶囊
呼吸困难,利巴韦林分散片
呼吸困难,利巴韦林片
呼吸困难,安宫牛黄丸
呼吸困难,长春西汀片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,喷托维林氯化铵糖浆
呼吸困难,羧甲司坦片
呼吸困难,小儿珍贝散
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,盐酸胺碘酮片
呼吸困难,盐酸普罗帕酮片
呼吸困难,胸腺肽肠溶片
呼吸困难,脾氨肽口服冻干粉
呼吸困难,诺氟沙星胶囊
呼吸困难,双蚁祛湿通络胶囊
呼吸困难,麝香壮骨膏
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,康尔心胶囊
呼吸困难,精制冠心片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素分散片
呼吸困难,尼可地尔片
呼吸困难,硝苯地平片
呼吸困难,硬脂酸红霉素片
呼吸困难,金嗓散结丸
呼吸困难,黄氏响声含片
呼吸困难,藻酸双酯钠片
呼吸困难,氨甲苯酸注射液
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,乙酰螺旋霉素片
呼吸困难,藻酸双酯钠片
呼吸困难,氨甲苯酸注射液
呼吸困难,(奥松)肚痛泻丸
呼吸困难,二十五味马宝丸
呼吸困难,诺氟沙星胶囊
呼吸困难,氟康唑胶囊
呼吸困难,氯霉素片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,头孢氨苄胶囊
呼吸困难,巴氯芬片
呼吸困难,盐酸吗啉胍片
呼吸困难,盐酸金刚烷胺颗粒
呼吸困难,盐酸普萘洛尔片盐酸地尔硫
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,噻托溴铵粉雾剂
呼吸困难,氨茶碱片
呼吸困难,阿莫西林克拉维酸钾(4:1)分散片
呼吸困难,回生甘露丸
呼吸困难,双嘧达莫片
呼吸困难,注射用尿激酶
呼吸困难,呋塞米片
呼吸困难,氨茶碱片
呼吸困难,盐酸克林霉素棕榈酸酯干混悬剂
呼吸困难,盐酸克林霉素胶囊
呼吸困难,鱼肝油酸钠注射液
呼吸困难,心脑欣丸
呼吸困难,复方黄黛片
呼吸困难,注射用鼠神经生长因子
呼吸困难,布美他尼片
呼吸困难,健心片
呼吸困难,三磷酸腺苷二钠片
呼吸困难,呋塞米片
呼吸困难,阿司匹林肠溶片
呼吸困难,石淋通颗粒
呼吸困难,盐酸黄酮哌酯片
呼吸困难,布美他尼片
呼吸困难,十一味金色丸
呼吸困难,利巴韦林片
呼吸困难,肺力咳合剂
呼吸困难,尼可刹米注射液
呼吸困难,盐酸多沙普仑注射液
呼吸困难,川贝枇杷糖浆
呼吸困难,头孢氨苄胶囊
呼吸困难,尼可刹米注射液
呼吸困难,樟脑磺酸钠注射液
呼吸困难,布美他尼片
呼吸困难,十一味金色丸
呼吸困难,注射用盐酸平阳霉素
呼吸困难,鱼肝油酸钠注射液
呼吸困难,麝香壮骨膏
呼吸困难,天麻胶囊
呼吸困难,单唾液酸四己糖神经节苷脂钠盐注射液
呼吸困难,脑苷肌肽注射液
呼吸困难,三磷酸腺苷二钠片
呼吸困难,三磷酸腺苷二钠注射液
呼吸困难,臌症丸
呼吸困难,注射用硝普钠
呼吸困难,转移因子口服溶液
呼吸困难,羟基脲片
呼吸困难,左甲状腺素钠片
呼吸困难,注射用盐酸博莱霉素
呼吸困难,注射用盐酸平阳霉素
呼吸困难,鱼肝油酸钠注射液
呼吸困难,布美他尼片
呼吸困难,十一味金色丸
呼吸困难,左甲状腺素钠片
呼吸困难,夏枯草膏
呼吸困难,醋酸可的松注射液
呼吸困难,醋酸可的松片
呼吸困难,金嗓散结丸
呼吸困难,黄氏响声含片
呼吸困难,利巴韦林片
呼吸困难,肺力咳合剂
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,复方磺胺甲噁唑片
呼吸困难,小儿复方磺胺甲噁唑颗粒
呼吸困难,奥美拉唑肠溶胶囊
呼吸困难,多潘立酮片
呼吸困难,异烟肼片
呼吸困难,利福平胶囊
呼吸困难,维生素C片
呼吸困难,硬脂酸红霉素片
呼吸困难,人用狂犬病疫苗(鸡胚细胞)
呼吸困难,人用狂犬病疫苗(Vero细胞)
呼吸困难,阿莫西林克拉维酸钾(4:1)分散片
呼吸困难,西黄丸
呼吸困难,依托芬那酯凝胶
呼吸困难,萘丁美酮胶囊
呼吸困难,吗替麦考酚酯胶囊
呼吸困难,他克莫司胶囊
呼吸困难,醋酸泼尼松片
呼吸困难,清热消炎宁片
呼吸困难,诺氟沙星胶囊
呼吸困难,醋酸泼尼松片
呼吸困难,清热消炎宁片
呼吸困难,金嗓散结丸
呼吸困难,黄氏响声含片
呼吸困难,硫唑嘌呤片
呼吸困难,醋酸泼尼松片
呼吸困难,创灼膏
呼吸困难,盐酸左氧氟沙星片
呼吸困难,维生素E软胶囊
呼吸困难,依诺沙星乳膏
呼吸困难,外伤如意膏
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,阿苯达唑片
呼吸困难,盐酸左旋咪唑片
呼吸困难,呋塞米片
呼吸困难,氨茶碱片
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,乙酰螺旋霉素片
呼吸困难,阿苯达唑片
呼吸困难,阿苯达唑胶囊
呼吸困难,羧甲司坦片
呼吸困难,小儿肺热平胶囊
呼吸困难,氟康唑胶囊
呼吸困难,氟康唑片
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,羟基脲片
呼吸困难,甲氨蝶呤片
呼吸困难,吡非尼酮胶囊
呼吸困难,注射用甲磺酸帕珠沙星
呼吸困难,尼可刹米注射液
呼吸困难,樟脑磺酸钠注射液
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,羧甲司坦片
呼吸困难,小儿珍贝散
呼吸困难,盐酸美他环素片
呼吸困难,四环素片
呼吸困难,醋酸泼尼松片
呼吸困难,马栗种子提取物片
呼吸困难,吡喹酮片
呼吸困难,马洛替酯片
呼吸困难,阿苯达唑片
呼吸困难,吡喹酮片
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,醋酸钙颗粒
呼吸困难,小儿四维葡钙颗粒
呼吸困难,注射用盐酸平阳霉素
呼吸困难,强力康颗粒
呼吸困难,盐酸克林霉素棕榈酸酯干混悬剂
呼吸困难,盐酸克林霉素胶囊
呼吸困难,注射用过氧化碳酰胺
呼吸困难,蛇胆川贝液
呼吸困难,异烟肼片
呼吸困难,注射用过氧化碳酰胺
呼吸困难,注射用左卡尼汀
呼吸困难,蹄鞘胶囊
呼吸困难,消癌平片
呼吸困难,阿魏化痞膏
呼吸困难,金嗓散结丸
呼吸困难,黄氏响声含片
呼吸困难,醋酸氢化可的松片
呼吸困难,注射用甲泼尼龙琥珀酸钠
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,乙酰螺旋霉素片
呼吸困难,红霉素肠溶片
呼吸困难,琥乙红霉素颗粒
呼吸困难,呋塞米片
呼吸困难,鲑降钙素注射液
呼吸困难,阿昔洛韦缓释片
呼吸困难,利巴韦林片
呼吸困难,呋塞米片
呼吸困难,氨茶碱片
呼吸困难,呋塞米片
呼吸困难,阿司匹林肠溶片
呼吸困难,羧甲司坦片
呼吸困难,肺力咳合剂
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,注射用甲磺酸帕珠沙星
呼吸困难,甲磺酸帕珠沙星注射液
呼吸困难,马来酸氯苯那敏片
呼吸困难,醋酸氟轻松乳膏
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,依托红霉素片
呼吸困难,依托红霉素颗粒
呼吸困难,轻身消胖丸
呼吸困难,盐酸二甲双胍缓释片
呼吸困难,维生素C片
呼吸困难,维生素C注射液
呼吸困难,硫唑嘌呤片
呼吸困难,胸腺肽肠溶片
呼吸困难,阿莫西林颗粒
呼吸困难,克拉霉素分散片
呼吸困难,盐酸氨溴索分散片
呼吸困难,头孢氨苄胶囊
呼吸困难,无极膏
呼吸困难,止痒消炎水
呼吸困难,头孢泊肟酯胶囊
呼吸困难,头孢氨苄甲氧苄啶片
呼吸困难,阿莫西林胶囊
呼吸困难,乙酰麦迪霉素干混悬剂
呼吸困难,琥乙红霉素咀嚼片
呼吸困难,口腔炎喷雾剂
呼吸困难,喉康散
呼吸困难,卡托普利片
呼吸困难,呋塞米片
呼吸困难,双氯芬酸二乙胺乳胶剂
呼吸困难,云南白药
呼吸困难,心宝丸
呼吸困难,宁心宝胶囊
呼吸困难,氯化钠注射液
呼吸困难,氢化可的松片
呼吸困难,单唾液酸四己糖神经节苷脂钠盐注射液
呼吸困难,脑苷肌肽注射液
呼吸困难,注射用鼠神经生长因子
呼吸困难,布美他尼片
呼吸困难,醋酸泼尼松片
呼吸困难,醋酸地塞米松片
呼吸困难,胸腺肽肠溶片
呼吸困难,静注人免疫球蛋白(pH4)
呼吸困难,硫酸阿托品注射液
呼吸困难,盐酸消旋山莨菪碱注射液
呼吸困难,复方二氯醋酸二异丙胺片
呼吸困难,心欣舒胶囊
呼吸困难,胸腺肽肠溶片
呼吸困难,静注人免疫球蛋白(pH4)
呼吸困难,注射用过氧化碳酰胺
呼吸困难,三七活血丸
呼吸困难,异烟肼片
呼吸困难,利福平胶囊
呼吸困难,呋塞米片
呼吸困难,结石通茶
呼吸困难,双嘧达莫片
呼吸困难,华法林钠片
呼吸困难,硫唑嘌呤片
呼吸困难,醋酸泼尼松片
呼吸困难,醋酸泼尼松片
呼吸困难,清热消炎宁片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,喷托维林氯化铵糖浆
呼吸困难,硬脂酸红霉素片
呼吸困难,卡托普利片
呼吸困难,丁硼乳膏
呼吸困难,环酯红霉素片
呼吸困难,阿奇霉素片
呼吸困难,头孢克洛颗粒
呼吸困难,伏立康唑片
呼吸困难,伊曲康唑颗粒
呼吸困难,单唾液酸四己糖神经节苷脂钠盐注射液
呼吸困难,脑苷肌肽注射液
呼吸困难,苯妥英钠片
呼吸困难,盐酸普萘洛尔片
呼吸困难,维生素E软胶囊
呼吸困难,羧甲司坦片
呼吸困难,小儿肺热平胶囊
呼吸困难,羧甲司坦片
呼吸困难,胸腺肽肠溶片
呼吸困难,保儿安颗粒
呼吸困难,乳酸菌素片
呼吸困难,硫唑嘌呤片
呼吸困难,溴吡斯的明片
呼吸困难,平消片
呼吸困难,强力康颗粒
呼吸困难,红草止鼾胶囊
呼吸困难,红草止鼾颗粒
呼吸困难,左甲状腺素钠片
呼吸困难,注射用盐酸博莱霉素
呼吸困难,汉防己甲素片
呼吸困难,盐酸妥洛特罗片
呼吸困难,赖氨葡锌颗粒
呼吸困难,葡萄糖酸锌颗粒
呼吸困难,巴氯芬片
呼吸困难,益髓颗粒
呼吸困难,氯霉素片
呼吸困难,奥硝唑胶囊
呼吸困难,硫唑嘌呤片
呼吸困难,丙硫氧嘧啶片
呼吸困难,盐酸普萘洛尔片
呼吸困难,盐酸胺碘酮片
呼吸困难,藿香正气片
呼吸困难,藿香正气丸
呼吸困难,羟基脲片
呼吸困难,司莫司汀胶囊
呼吸困难,盐酸氨溴索葡萄糖注射液
呼吸困难,猪肺磷脂注射液
呼吸困难,左甲状腺素钠片
呼吸困难,夏枯草膏
呼吸困难,胆维丁乳
呼吸困难,阿胶牡蛎口服液
呼吸困难,氨茶碱片
呼吸困难,复方小儿退热栓
呼吸困难,盐酸甲氯芬酯胶囊
呼吸困难,地塞米松磷酸钠注射液
呼吸困难,川贝枇杷糖浆
呼吸困难,头孢氨苄胶囊
呼吸困难,小儿脐风散
呼吸困难,硬脂酸红霉素颗粒
呼吸困难,盐酸氨溴索葡萄糖注射液
呼吸困难,猪肺磷脂注射液
呼吸困难,利巴韦林分散片
呼吸困难,利巴韦林片
呼吸困难,云南白药
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素分散片
呼吸困难,盐酸甲氯芬酯胶囊
呼吸困难,地塞米松磷酸钠注射液
呼吸困难,转移因子口服溶液
呼吸困难,硫唑嘌呤片
呼吸困难,红霉素软膏
呼吸困难,注射用过氧化碳酰胺
呼吸困难,甲硝唑片
呼吸困难,替硝唑片
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,盐酸替扎尼定片
呼吸困难,盐酸乙哌立松片
呼吸困难,臌症丸
呼吸困难,己酮可可碱缓释片
呼吸困难,平消片
呼吸困难,注射用顺铂
呼吸困难,清肺十八味丸
呼吸困难,氢化可的松注射液
呼吸困难,阿仑膦酸钠片
呼吸困难,接骨续筋片
呼吸困难,蛇胆川贝液
呼吸困难,抗痨颗粒
呼吸困难,己酮可可碱缓释片
呼吸困难,蛇胆川贝液
呼吸困难,抗痨颗粒
呼吸困难,蛇胆川贝液
呼吸困难,抗痨颗粒
呼吸困难,阿奇霉素片
呼吸困难,头孢克洛颗粒
呼吸困难,盐酸金刚烷胺片
呼吸困难,吡拉西坦分散片
呼吸困难,阿奇霉素片
呼吸困难,红霉素肠溶胶囊
呼吸困难,维生素E软胶囊
呼吸困难,维生素E软胶囊
呼吸困难,利鲁唑片
呼吸困难,三磷酸腺苷二钠注射液
呼吸困难,汉防己甲素片
呼吸困难,盐酸妥洛特罗片
呼吸困难,复方磺胺甲噁唑片
呼吸困难,清热消炎宁片
呼吸困难,伊曲康唑胶囊
呼吸困难,伏立康唑片
呼吸困难,复方磺胺甲噁唑片
呼吸困难,小儿复方磺胺甲噁唑颗粒
呼吸困难,诺氟沙星胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,乙酰螺旋霉素片
呼吸困难,硫唑嘌呤片
呼吸困难,维生素E软胶囊
呼吸困难,硫唑嘌呤片
呼吸困难,丙硫氧嘧啶片
呼吸困难,注射用尿激酶
呼吸困难,巴曲酶注射液
呼吸困难,非诺贝特片
呼吸困难,辛伐他汀胶囊
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,汉防己甲素片
呼吸困难,盐酸妥洛特罗片
呼吸困难,奥美拉唑肠溶胶囊
呼吸困难,盐酸雷尼替丁胶囊
呼吸困难,苦参碱氯化钠注射液
呼吸困难,卡莫司汀注射液
呼吸困难,氨苄西林胶囊
呼吸困难,依托红霉素片
呼吸困难,硫唑嘌呤片
呼吸困难,醋酸泼尼松片
呼吸困难,头孢氨苄胶囊
呼吸困难,氯霉素滴眼液
呼吸困难,维生素C片
呼吸困难,硫唑嘌呤片
呼吸困难,乌苯美司胶囊
呼吸困难,伤科跌打丸
呼吸困难,跌打丸
呼吸困难,腺苷钴胺片
呼吸困难,注射用腺苷钴胺
呼吸困难,蛤蚧定喘丸
呼吸困难,氨茶碱片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,藻酸双酯钠片
呼吸困难,肝素钠注射液
呼吸困难,喷托维林氯化铵糖浆
呼吸困难,氧氟沙星片
呼吸困难,复方丹参滴丸
呼吸困难,脑心通胶囊
呼吸困难,氯雷他定糖浆
呼吸困难,氯雷他定片
呼吸困难,维生素C片
呼吸困难,紫杉醇注射液
呼吸困难,注射用重组人干扰素α2a
呼吸困难,维生素C片
呼吸困难,盐酸普萘洛尔片盐酸地尔硫
呼吸困难,噻托溴铵粉雾剂
呼吸困难,氨茶碱片
呼吸困难,人血白蛋白
呼吸困难,注射用还原型谷胱甘肽钠
呼吸困难,双嘧达莫片
呼吸困难,注射用盐酸罂粟碱
呼吸困难,喘嗽宁片
呼吸困难,祛痰止咳颗粒
呼吸困难,盐酸甲氯芬酯胶囊
呼吸困难,地塞米松磷酸钠注射液
呼吸困难,阿奇霉素片
呼吸困难,头孢克洛颗粒
呼吸困难,依托红霉素片
呼吸困难,依托红霉素颗粒
呼吸困难,氢氯噻嗪片
呼吸困难,螺内酯片
呼吸困难,依托红霉素片
呼吸困难,琥乙红霉素颗粒
呼吸困难,依托红霉素片
呼吸困难,琥乙红霉素颗粒
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,苯磺酸氨氯地平胶囊
呼吸困难,清脑降压胶囊
呼吸困难,尼可刹米注射液
呼吸困难,盐酸多沙普仑注射液
呼吸困难,尼可刹米注射液
呼吸困难,盐酸多沙普仑注射液
呼吸困难,地塞米松磷酸钠注射液
呼吸困难,盐酸肾上腺素注射液
呼吸困难,硝酸异山梨酯片
呼吸困难,阿魏酸钠片
呼吸困难,左甲状腺素钠片
呼吸困难,注射用盐酸博莱霉素
呼吸困难,川贝枇杷糖浆
呼吸困难,头孢氨苄胶囊
呼吸困难,蛤蚧定喘丸
呼吸困难,氨茶碱片
呼吸困难,左乙拉西坦片
呼吸困难,苯妥英钠片
呼吸困难,伤科接骨片
呼吸困难,接骨续筋片
呼吸困难,三磷酸腺苷二钠注射液
呼吸困难,硫唑嘌呤片
呼吸困难,消癌平片
呼吸困难,盐酸氨溴索分散片
呼吸困难,喷托维林氯化铵糖浆
呼吸困难,硬脂酸红霉素片
呼吸困难,藻酸双酯钠片
呼吸困难,盐酸倍他司汀片
呼吸困难,注射用硝普钠
呼吸困难,包醛氧淀粉胶囊
呼吸困难,肾炎四味胶囊
呼吸困难,鱼肝油酸钠注射液
呼吸困难,健心片
呼吸困难,三磷酸腺苷二钠片
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,健心片
呼吸困难,三磷酸腺苷二钠片
呼吸困难,氟尿嘧啶注射液
呼吸困难,氟尿嘧啶植入剂
呼吸困难,胸腺肽肠溶片
呼吸困难,静注人免疫球蛋白(pH4)
呼吸困难,川贝枇杷糖浆
呼吸困难,头孢氨苄胶囊
呼吸困难,左甲状腺素钠片
呼吸困难,注射用盐酸博莱霉素
呼吸困难,注射用甲磺酸帕珠沙星
呼吸困难,甲磺酸帕珠沙星注射液
呼吸困难,苯磺酸氨氯地平片
呼吸困难,丹参片
呼吸困难,辛伐他汀片
呼吸困难,盐酸普萘洛尔片
呼吸困难,蛤蚧定喘丸
呼吸困难,氨茶碱片
呼吸困难,臌症丸
呼吸困难,注射用重组人白介素-2
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,汉防己甲素片
呼吸困难,盐酸妥洛特罗片
呼吸困难,蛤蚧定喘丸
呼吸困难,氨茶碱片
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,盐酸普罗帕酮片
呼吸困难,苯妥英钠片
呼吸困难,小儿暖脐膏
呼吸困难,十香暖脐膏
呼吸困难,威麦宁胶囊
呼吸困难,转移因子口服溶液
呼吸困难,酒石酸美托洛尔片
呼吸困难,酒石酸美托洛尔缓释片
呼吸困难,注射用过氧化碳酰胺
呼吸困难,喘嗽宁片
呼吸困难,祛痰止咳颗粒
呼吸困难,苯磺酸氨氯地平胶囊
呼吸困难,清脑降压胶囊
呼吸困难,苯丁酸氮芥片
呼吸困难,复方斑蝥胶囊
呼吸困难,汉防己甲素片
呼吸困难,盐酸妥洛特罗片
呼吸困难,硫唑嘌呤片
呼吸困难,溴吡斯的明片
呼吸困难,维生素E软胶囊
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,丹参片
呼吸困难,辛伐他汀片
呼吸困难,呋塞米片
呼吸困难,阿司匹林肠溶片
呼吸困难,抗栓胶囊
呼吸困难,曲克芦丁片
呼吸困难,通脉颗粒
呼吸困难,大株红景天胶囊
呼吸困难,注射用过氧化碳酰胺
呼吸困难,苯丁酸氮芥片
呼吸困难,复方斑蝥胶囊
呼吸困难,苯丁酸氮芥片
呼吸困难,复方斑蝥胶囊
呼吸困难,平消片
呼吸困难,强力康颗粒
呼吸困难,平消片
呼吸困难,强力康颗粒
呼吸困难,平消片
呼吸困难,强力康颗粒
呼吸困难,平消片
呼吸困难,强力康颗粒
呼吸困难,平消片
呼吸困难,强力康颗粒
呼吸困难,季德胜蛇药片
呼吸困难,秘诀清凉散
呼吸困难,醋酸泼尼松片
呼吸困难,苯丁酸氮芥片
呼吸困难,无极膏
呼吸困难,克林霉素甲硝唑搽剂
呼吸困难,肠内营养混悬液(TPF)
呼吸困难,整蛋白型肠内营养剂(粉剂)
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,氨苄西林胶囊
呼吸困难,乳酸左氧氟沙星片
呼吸困难,阿奇霉素片
呼吸困难,注射用甲磺酸帕珠沙星
呼吸困难,甲磺酸帕珠沙星注射液
呼吸困难,复方硫酸新霉素滴眼液
呼吸困难,双氯芬酸钠滴眼液
呼吸困难,头孢氨苄胶囊
呼吸困难,盐酸左氧氟沙星胶囊
呼吸困难,蛤蚧定喘丸
呼吸困难,氨茶碱片
呼吸困难,蛤蚧定喘丸
