name,symptom,drug
哮喘,"['两肺弥漫或散在...', '肺过度充气', '哮鸣音', '呼吸困难', '气管阻塞', '衣玉品', '咳嗽', '喘息', '咳嗽伴哮鸣音', '痰饮']","['转移因子胶囊', '益心巴迪然吉布亚颗粒', '丙酸倍氯米松气雾剂', '利肺片', '礞石滚痰丸', '氨茶碱片', '盐酸溴己新片', '蛤蚧定喘丸', '化痰平喘片', '养肺丸', '茶碱缓释片', '盐酸二氧丙嗪片']"
小儿哮喘,"['低氧血症', '气道高反应性', '说话时字词不能连续', '呼吸困难', '喘息', '鼻翼扇动', '呼吸音减弱', '气急']","['孟鲁司特钠咀嚼片', '氨茶碱片', '小儿清肺止咳片', '富马酸酮替芬分散片', '复方小儿退热栓', '小青龙合剂', '小儿咳喘灵口服液', '小儿麻甘颗粒', '小青龙颗粒', '沙美特罗替卡松粉吸入剂']"
小儿肺炎,"['嗜睡', '面色苍白', '咳嗽痰多', '食欲不振', '痰鸣音', '烦躁不安', '发绀', '鼻翼扇动', '闫鹏辉']","['羧甲司坦片', '阿奇霉素片', '小儿肺热平胶囊', '复方桔梗止咳片']"
新生儿呼吸暂停,"['紫绀', '中枢性呼吸暂停', '败血症', '猝死', '呼吸减慢而不规则', '心率过缓']","['盐酸溴己新葡萄糖注射液', '注射用盐酸氨溴索', '盐酸氨溴索注射液', '盐酸氨溴索葡萄糖注射液', '猪肺磷脂注射液']"
先天性肺囊肿,"['胸痛', '紫绀', '呼吸衰竭', '咯血', '胸闷', '脓痰']",[]
休克型肺炎,"['昏迷', '休克', '嗜睡', '面色苍白', '无尿', '腹痛伴休克', '发绀', '心脏压塞征象', '脉搏细速']","['注射用盐酸头孢替安', '注射用磺苄西林钠', '清热消炎宁片', '托西酸舒他西林胶囊', '头孢泊肟酯胶囊', '头孢氨苄甲氧苄啶片', '注射用头孢唑肟钠']"
吸入性肺炎,"['低氧血症', '看不到脚尖步行困难', '呼吸衰竭', '逆行性细菌感染', '呼吸困难', '痉挛性咳嗽', '发绀', '混合型酸碱平衡紊乱', '代谢性酸中毒', '啰音']","['注射用盐酸头孢替安', '泮托拉唑钠肠溶胶囊', '清热消炎宁片', '注射用泮托拉唑钠', '注射用盐酸克林霉素', '头孢泊肟酯胶囊', '头孢氨苄甲氧苄啶片']"
腺病毒肺炎,"['鼻翼扇动', '面色苍白', '猩红热样皮疹', '呼吸困难', '腹泻', '三凹征', '发绀', '弛张热', '惊厥']","['阿奇霉素胶囊', '阿奇霉素分散片', '诺氟沙星胶囊', '阿奇霉素片', '乳酸左氧氟沙星片']"
哮喘性肺嗜酸粒细胞浸润症,"['耸肩喘息', '呼吸困难', '肺源性呼吸困难', '喘息', '气喘', '气急']","['注射用盐酸头孢替安', '注射用磺苄西林钠', '托西酸舒他西林胶囊', '头孢泊肟酯胶囊', '头孢氨苄甲氧苄啶片']"
细菌性肺炎,"['休克', '面色苍白', '呼吸困难', '柠檬色痰', '咯血', '乏力', '铁锈色痰', '惊厥']","['氯霉素片', '乙酰麦迪霉素干混悬剂', '阿莫西林胶囊']"
新生儿湿肺,"['湿啰音', '胸腔积液', '三凹征', '衣玉品', '发绀', '鼻翼扇动', '窒息', '啰音']","['盐酸氨溴索注射液', '盐酸氨溴索葡萄糖注射液']"
胸壁结核,"['结核中毒', '骨质破坏', '继发感染', '痰中带血丝', '盗汗', '乏力', '低热', '消瘦', '脓肿']","['盐酸乙胺丁醇片', '吡嗪酰胺片', '异烟肼片', '利福平胶囊']"
乙醚中毒,"['面色青紫', '恶心与呕吐', '血压下降', '腹泻', '体温过低', '腹痛', '呼吸浅慢', '瞳孔异常', '口及咽部烧灼感']","['布美他尼片', '十一味金色丸', '二十九味能消散', '盐酸利多卡因注射液', '注射用硫代硫酸钠', '注射用鼠神经生长因子', '仁青芒觉', '大月晶丸', '地塞米松磷酸钠注射液', '二维葡醛内酯片']"
淹溺,"['昏迷', '呼吸衰竭', '发绀', '呼吸困难', '烦躁不安', '口鼻血性分泌物', '结膜充血', '呛咳', '神志模糊']","['布美他尼片', '呋塞米片', '生脉注射液', '人血白蛋白', '硫酸阿托品注射液', '呋塞米注射液', '参麦注射液', '注射用甲泼尼龙琥珀酸钠', '注射用果糖二磷酸钠']"
衣原体肺炎,"['淋巴结肿大', '嗜酸性粒细胞增多', '声音嘶哑', '呼吸困难', '食欲不振', '低热', '恶心']","['罗红霉素胶囊', '盐酸米诺环素胶囊', '依托红霉素颗粒', '四环素片', '盐酸美他环素片', '依托红霉素片', '罗红霉素分散片', '阿奇霉素干混悬剂', '土霉素片', '罗红霉素干混悬剂', '盐酸多西环素片']"
羊水与胎粪吸入综合征,"['低氧血症', '紫绀', '胎粪污染', '鼻翼扇动', '三凹征', '呼吸困难', '桶状胸', '呼吸急促']",[]
一氧化碳中毒,"['昏迷', '疲乏', '过度通气', '胸闷', '头晕', '抽搐', '恶心', '心悸', '脑缺氧']","['注射用氨酪酸', '注射用过氧化碳酰胺', '盐酸洛贝林注射液', '吡拉西坦葡萄糖注射液', '氨酪酸片', '细胞色素C注射液', '氨酪酸注射液', '注射用细胞色素C', '吡拉西坦分散片', '盐酸金刚烷胺片']"
阻塞性肺气肿,"['呼气时两颊鼓起和缩唇', '桶状胸', '呼吸困难', '胸闷憋气', '胸闷', '呼气音延长', '呼吸音减弱', '气急']","['祛痰止咳胶囊', '如意定喘丸', '硫酸特布他林雾化液', '乙酰半胱氨酸泡腾片', '氨茶碱片', '噻托溴铵粉吸入剂', '白及颗粒', '氨溴特罗口服溶液', '化痰平喘片', '洋参保肺胶囊', '噻托溴铵粉雾剂', '盐酸妥洛特罗片', '茶碱缓释胶囊', '盐酸班布特罗片', '硫酸特布他林片', '肺气肿片', '复方蛤青胶囊']"
支原体肺炎,"['斑丘疹', '咽痛', '肺纹理增多', '肌肉酸痛', '食欲减退', '鼻塞', '气短', '乏力', '脓痰']","['罗红霉素胶囊', '克拉霉素胶囊', '盐酸美他环素片', '依托红霉素片', '麦迪霉素片', '罗红霉素分散片', '红霉素肠溶胶囊', '依托红霉素混悬液', '阿奇霉素颗粒', '蛇胆川贝液', '克拉霉素分散片', '阿奇霉素片']"
支气管扩张,"['月经推迟', '湿罗音', '两下肺纹理增粗', '呼吸困难', '食欲减退', '脓痰', '胸闷', '乏力', '大咯血', '气急']","['头孢克肟胶囊', '盐酸氨溴索分散片', '盐酸米诺环素胶囊', '云南白药', '盐酸克林霉素棕榈酸酯干混悬剂', '司帕沙星片', '头孢克肟干混悬剂', '盐酸左氧氟沙星胶囊', '4:1分散片', '司帕沙星分散片', '愈酚溴新口服溶液', '头孢克肟颗粒', '盐酸氨溴索缓释胶囊', '三七血伤宁散', '盐酸克林霉素棕榈酸酯分散片']"
支气管肺炎,"['肺过度充气', '心力衰竭', '面色苍白', '咳嗽痰多', '呼吸困难', '胸腔积液', '烦躁不安', '发绀', '鼻翼扇动', '惊厥']","['替硝唑胶囊', '三蛇胆川贝糖浆', '止咳枇杷糖浆', '百合固金丸', '雪梨膏', '养阴清肺丸', '养阴清肺口服液', '川贝清肺糖浆', '氧氟沙星片', '复方罗汉果止咳颗粒', '橘红丸', '蛇胆川贝液', '清肺抑火片', '喷托维林氯化铵糖浆']"
变应性血管炎,"['斑丘疹', '驻站医', '风团', '腹痛', '乏力', '小血管纤维性坏死', '复视']","['益脉康软胶囊', '益脉康胶囊', '醋酸泼尼松片', '马来酸氯苯那敏片']"
病毒性心肌炎,"['驻站医', '肌肉酸痛', '心悸伴消瘦、腹泻', '发烧', '心跳过速', '心脏左室舒张功能减退', '乏力', '心排血量增多', '心尖搏动弥散', '心悸']","['转移因子胶囊', '滋心阴胶囊', '地高辛片', '八味沉香丸', '三磷酸腺苷二钠片', '辅酶Q10胶囊', '荣心丸', '复方二氯醋酸二异丙胺片', '辅酶Q10片', '参龙宁心胶囊', '门冬氨酸钾镁片', '软脉灵口服液', '屏风生脉胶囊']"
病态窦房结综合征,"['失眠', '胸痛伴胸闷、心悸', '心悸伴乏力、面色苍白', '运动或情绪激动...', '记忆力障碍', '心动过缓', '胸闷', '心律失常', '心动过速']","['注射用环磷腺苷葡胺', '环磷腺苷葡胺葡萄糖注射液', '灵宝护心丹', '参仙升脉口服液', '环磷腺苷葡胺注射液', '心宝丸']"
川崎病,"['特征性趾端大片状脱皮', '上肢水肿', '斑丘疹', '驻站医', '口唇潮红', '指甲可见横沟纺', '脉搏加速', '持续性发热', '口唇皲裂', '心动过速', '踝部及足背水肿']","['pH4', '阿司匹林肠溶片', '阿司匹林片']"
穿透性心脏外伤,"['心肌缺血', '休克', '血压下降', '内出血', '心包内出血', '心包破损伤', '心脏僵硬', '奇脉', '脉搏细速']",[]
窦性停搏,"['黑蒙', '意识障碍', '晕厥']",[]
单心室,"['心力衰竭', '紫绀', '收缩期杂音', '杵状指（趾）', '心律失常', '心动过速', '消瘦']",[]
单心房,"['心力衰竭', '紫绀', '收缩期杂音', '杵状指（趾）', '气急']",[]
单纯性下肢静脉曲张,"['兰瑞', '下肢负重障碍', '下肢发凉', '下肢浅静脉曲张', '下肢肿胀和乏力']","['多磺酸粘多糖乳膏', '迈之灵片', '苯丙氨酯片', '复方七叶皂苷钠凝胶', '毛冬青片', '曲克芦丁片', '羟苯磺酸钙胶囊', '痔根断片', '羟苯磺酸钙分散片']"
动脉硬化,"['低温性昏迷', '脉压增宽', '血压高', '收缩期杂音', '动脉粥样硬化', '脑缺血', '下肢或周身软瘫', '脑干梗塞', '头晕', '心脏排血受阻']","['脂必妥片', '通塞脉片', '脂降宁片', '肌醇烟酸酯片', '辛伐他汀片', '曲克芦丁片', '羟苯磺酸钙胶囊', '桂利嗪片', '通脉降脂片', '通脉颗粒']"
动脉导管未闭,"['股动脉枪击音', '紫绀', '心血管造影见双球征', '收缩期杂音', '升主动脉根部环状缩窄', '杵状指（趾）']",[]
窦性心动过速,"['胸痛', '心率增快', '一过性意识蒙眬', '胸闷', '气短', '心动过速', '血流动力学障碍', '心悸']","['注射用酒石酸美托洛尔', '心肝宝胶囊', '盐酸胺碘酮注射液', '注射用盐酸艾司洛尔', '盐酸艾司洛尔注射液']"
动脉瘤,"['低温性昏迷', '致死性上呼吸道出血', '呼吸困难', '动脉血氧饱和度降低', '主动脉环扩张', '“E”字征', '三叉神经分布区麻木感', '静脉曲张', '下肢血压偏低']",[]
二尖瓣关闭不全,"['下肢水肿', '呼吸困难', '肝脏肿大', '瓣膜增厚', '心脏结构异常', '二尖瓣返流', '乏力', '第一心音亢进', '端坐呼吸']",['注射用硝普钠']
二尖瓣狭窄,"['心脏震颤', '卵圆孔闭合不全', '心包积液', '心尖部第1心音亢进', '端坐呼吸', '心悸', '叹气后舒服', '心脏排血受阻', '心绞痛', '粉红色泡沫痰']",[]
二尖瓣脱垂综合征,"['腱索断裂', '紧张', '疲乏', '呼吸困难', '不典型胸痛', '二尖瓣脱垂', '第三心音奔马律', '乏力', '第一心音亢进']",[]
二尖瓣环钙化,"['心脏震颤', '传导阻滞', '收缩期杂音', '心动过缓', '第一心音亢进']",[]
肺性脑病,"['昏迷', '精神障碍', '记忆力障碍', '昏睡', '头昏']","['甲磺酸左氧氟沙星氯化钠注射液', '醒脑静注射液', '注射用青霉素钠']"
风湿性二尖瓣狭窄,"['心脏震颤', '呼吸困难', '收缩期杂音', '咯血', '心尖部第1心音亢进', '乏力', '气急']",[]
风湿性二尖瓣关闭不全,"['右心衰竭', '心瓣膜穿孔', '收缩期杂音', '咯血', '乏力', '心悸', '起搏频率增高']",['注射用硝普钠']
肥厚型梗阻性心肌病,"['气急', '心肌灰白而松弛', '收缩期杂音', '心脏结构异常', '头晕', '内脏梗阻', '心悸', '心绞痛']",[]
房室管畸形,"['右心衰竭', '震颤', '心脏震颤', '心房内形成混合血', '室间隔缺损', '衣玉品', '动脉导管未闭', '心脏增大', '大动脉错位', '气急']",[]
法洛四联症,"['感染性赘生物', '心力衰竭', '紫绀', '紫绀和血缺氧', '驻站医', '心源性呼吸困难', '呼吸困难', '收缩期震颤', '收缩期杂音', '杵状指（趾）']",[]
风湿热,"['不明原因发热', '驻站医', '乏力']","['换骨丸', '依托红霉素颗粒', '阿司匹林肠溶胶囊', '青霉素V钾胶囊', '雷公藤多苷片', '双氯芬酸钠肠溶片', '依托红霉素片', '土霉素片', '依托红霉素混悬液', '雷公藤多甙片', '妇科止痒胶囊']"
肺动脉口狭窄,"['紫绀', '颈静脉怒张', '收缩期杂音', '头晕', '乏力', '心脏排血受阻', '气急']",[]
肥厚型心肌病,"['驻站医', '心窝部隐痛', '呼吸困难', '气喘', '头晕', '乏力', '心动过速', '心慌']","['盐酸地尔硫卓片', '盐酸普萘洛尔片', '酒石酸美托洛尔缓释片', '盐酸地尔硫', '酒石酸美托洛尔片']"
房室传导阻滞,"['频发房性早搏', '驻站医', '疲乏', '代脉', '脑缺血', '心动过缓', '头昏', '抽搐', '猝死', '一过性昏厥']","['虫草头孢菌胶囊', '硫酸阿托品片', '宁心宝胶囊', '硫酸阿托品注射液']"
肺动静脉瘘,"['动作样壁', '胸痛', '呼吸困难', '气短', '头晕', '乏力', '惊厥']",[]
高血压危象,"['血压高', '嗜睡', '视力障碍', '颈部搏动', '头痛并呕吐', '烦躁不安', '视乳头水肿', '基底节出血', '恶心', '心悸伴高血压']","['复方天麻蜜环糖肽片', '盐酸乐卡地平片', '马来酸依那普利片', 'Ⅰ', '替米沙坦片', '马来酸氨氯地平片', '盐酸拉贝洛尔片', '苯磺酸氨氯地平胶囊', '脑立清丸', '缬沙坦胶囊', '回心康片', '二十五味珊瑚丸', '薯蓣皂苷片', '硝苯地平缓释片Ⅰ', '盐酸贝那普利片', '赖诺普利片', '卡维地洛片', '厄贝沙坦片', '吲达帕胺滴丸']"
高血压,"['血压高', '重压感、紧箍感...', '神经性呕吐', '眼花', '头晕目眩', '颈部搏动', '心脏主动脉瓣返流', '头晕', '乏力']","['复方天麻蜜环糖肽片', '盐酸乐卡地平片', '马来酸依那普利片', 'Ⅰ', '替米沙坦片', '马来酸氨氯地平片', '盐酸拉贝洛尔片', '苯磺酸氨氯地平胶囊', '脑立清丸', '缬沙坦胶囊', '回心康片', '二十五味珊瑚丸', '薯蓣皂苷片', '硝苯地平缓释片Ⅰ', '盐酸贝那普利片', '赖诺普利片', '卡维地洛片', '厄贝沙坦片', '吲达帕胺滴丸']"
冠状动脉终止异常,"['心脏杂音', '震颤', '脉压增宽', '收缩期震颤', '乏力', '动脉导管未闭', '心悸', '气急']",[]
冠状动脉异位起源,"['口唇苍白', '气急', '心力衰竭', '心率增快', '烦躁不安', '侧支循环发育不充', '乏力', '肝肿大', '心绞痛']",[]
感染性心内膜炎,"['不明原因发热', '心脏杂音', '收缩期杂音', '肌痛', '生长缓慢', '乏力', '心动过速', '心脏扩大', '气急']","['阿莫西林舒巴坦匹酯片', '琥乙红霉素片', '依托红霉素颗粒', '青霉素V钾胶囊', '琥乙红霉素颗粒', '依托红霉素片', '青霉素V钾片', '注射用头孢唑林钠']"
冠心病,"['心血管堵塞', '心力衰竭', '呼吸困难', '心跳过速', '乏力', '心脏左室舒张功能减退', '心律失常', '慢性房颤', '心慌', '心悸']","['丹参片', '大株红景天胶囊', '大株红景天片', '速效救心丸', '辛伐他汀胶囊', '清心沉香八味丸', '益心酮片', '复方丹参滴丸', '单硝酸异山梨酯胶囊', '通脉颗粒', '康尔心胶囊', '舒心降脂片', '氨氯地平阿托伐他汀钙片', '冠心生脉丸', '丹参益心胶囊', '芪参胶囊', '愈风宁心滴丸', '天王补心丸', '回心康片', '脑心通胶囊', '薯蓣皂苷片', '降脂宁颗粒']"
后天性三尖瓣关闭不全,"['三尖瓣下移', '右心衰竭', '疲乏', '下腹胀痛', '颈静脉怒张', '收缩期杂音', '肝肿大', '起搏频率增高']",[]
后天性动静脉瘘,"['肢体局部的皮肤...', '动作样壁', '肌性肌无力', '心力衰竭', '官爵银', '静脉曲张', '胸闷', '头昏', '乏力', '心悸', '气急']",[]
间歇性眼球突出症,"['眼压升高', '上睑下垂', '眼球内陷', '复视', '耳鸣', '结膜充血', '恶心', '眩晕', '眼外转移']",[]
急性心肌梗死,"['心肌坏死广泛', '胸痛', '官爵银', '心肌细胞的浊肿', '胸闷憋气', '胸闷', '手术时伤口不再出血', '心房对心室收缩...', '肌红蛋白偏高', '心动过速', '心肺栓塞']","['阿司匹林肠溶片', '阿替洛尔片', '双嘧达莫片', '活血通脉胶囊', '赖诺普利片']"
酒精性心肌病,"['酒精性心肌', '心力衰竭', '共济失调', '呼吸困难', '去首高血压', '不典型胸痛', '冠状动脉痉挛', '心律失常', '心绞痛']",[]
急性心功能不全,"['休克', '中心静脉压偏高', '颈静脉怒张', '口唇青紫', '粉红色泡沫痰', '心源性晕厥', '心绞痛', '心力贮备减少', '端坐呼吸', '心肺栓塞']","['去乙酰毛花苷注射液', '毒毛花苷K注射液', '冻干重组人脑利钠肽', '地高辛酏剂', '氨茶碱氯化钠注射液', '多索茶碱葡萄糖注射液', '地高辛片', '注射用硝普钠']"
急性感染性心内膜炎,"['寒战', '衰弱', '右心衰竭', '胸痛', '咯血', '呼吸急促', '心脏扩大', '心率过缓']","['注射用硫酸链霉素', '依托红霉素颗粒', '复方苦木消炎片', '盐酸左氧氟沙星眼用凝胶', '注射用青霉素钠', '硬脂酸红霉素颗粒']"
急性心包炎,"['胸痛伴胸闷、心悸', '胸痛', '心包膜发炎', '胸痛伴呼吸困难', '心包纤维增厚', '收缩期和舒张期杂音', '面色苍白', '肩部牵涉痛', '胸闷', '烦躁不安']","['琥乙红霉素片', '硬脂酸红霉素片']"
急性心力衰竭,"['驻站医', '心悸伴乏力、面色苍白', '四肢抽搐', '心率增快', '颈静脉怒张', '呼吸暂停样现象', '抽搐', '心排血量增多', '心源性晕厥', '端坐呼吸', '粉红色泡沫痰']",['卡托普利片']
甲亢,"['甲状腺肿大', '甲状腺过氧化物...', '突眼症', '碘甲亢', '体重减轻', '新陈代谢旺盛', '甲状腺肿', '甲状腺激素偏高', '特别容易饿', '要利琴']","['阿替洛尔片', '抑亢丸', '丙硫氧嘧啶片', '盐酸普萘洛尔片', '甲亢灵胶囊', '甲巯咪唑片', '硫唑嘌呤片', '酒石酸美托洛尔缓释片', '酒石酸美托洛尔片']"
